id,user_id,username,email,department,branch,position,has_license,seniority,employment_type,enabled,account_non_expired,account_non_locked,credentials_non_expired,role_id,created_at,updated_at
19,U0017,u0017,u0017@hospital.com,Khoa_Noi,CN_HN,Manager,False,Senior,FullTime,True,True,True,True,6,2026-01-15 21:19:51.089299,2026-01-15 21:19:51.089299
20,U0018,u0018,u0018@hospital.com,Khoa_Noi,CN_HCM,Nurse,True,Senior,FullTime,True,True,True,True,2,2026-01-15 21:19:51.089299,2026-01-15 21:19:51.089299
21,U0019,u0019,u0019@hospital.com,Phong_NhanSu,CN_HCM,HR,False,Mid,FullTime,True,True,True,True,5,2026-01-15 21:19:51.089299,2026-01-15 21:19:51.089299
22,U0020,u0020,u0020@hospital.com,Khoa_Ngoai,CN_HN,Doctor,True,Mid,FullTime,True,True,True,True,1,2026-01-15 21:19:51.090296,2026-01-15 21:19:51.090296
23,U0021,u0021,u0021@hospital.com,Phong_NhanSu,CN_HN,HR,False,Mid,FullTime,True,True,True,True,5,2026-01-15 21:19:51.090296,2026-01-15 21:19:51.090296
24,U0022,u0022,u0022@hospital.com,Phong_TaiChinh,CN_HN,Cashier,False,Senior,FullTime,True,True,True,True,4,2026-01-15 21:19:51.090296,2026-01-15 21:19:51.090296
25,U0023,u0023,u0023@hospital.com,Khoa_Noi,CN_HN,Manager,False,Mid,FullTime,True,True,True,True,6,2026-01-15 21:19:51.090296,2026-01-15 21:19:51.090296
26,U0024,u0024,u0024@hospital.com,Phong_TiepDon,CN_HCM,Receptionist,False,Mid,FullTime,True,True,True,True,3,2026-01-15 21:19:51.090296,2026-01-15 21:19:51.090296
27,U0025,u0025,u0025@hospital.com,Phong_NhanSu,CN_HN,HR,False,Senior,FullTime,True,True,True,True,5,2026-01-15 21:19:51.090296,2026-01-15 21:19:51.090296
28,U0026,u0026,u0026@hospital.com,Phong_TiepDon,CN_HN,Receptionist,False,Senior,FullTime,True,True,True,True,3,2026-01-15 21:19:51.090296,2026-01-15 21:19:51.090296
29,U0027,u0027,u0027@hospital.com,Khoa_Ngoai,CN_HN,Manager,False,Senior,FullTime,True,True,True,True,6,2026-01-15 21:19:51.090296,2026-01-15 21:19:51.090296
30,U0028,u0028,u0028@hospital.com,Khoa_Ngoai,CN_HCM,Nurse,True,Senior,FullTime,True,True,True,True,2,2026-01-15 21:19:51.090296,2026-01-15 21:19:51.090296
31,U0029,u0029,u0029@hospital.com,Khoa_Ngoai,CN_HCM,Doctor,True,Mid,FullTime,True,True,True,True,1,2026-01-15 21:19:51.090296,2026-01-15 21:19:51.090296
32,U0030,u0030,u0030@hospital.com,IT,CN_HN,ITAdmin,False,Senior,FullTime,True,True,True,True,7,2026-01-15 21:19:51.090296,2026-01-15 21:19:51.090296
33,U0031,u0031,u0031@hospital.com,Khoa_Noi,CN_HCM,Doctor,True,Mid,FullTime,True,True,True,True,1,2026-01-15 21:19:51.091295,2026-01-15 21:19:51.091295
34,U0032,u0032,u0032@hospital.com,Phong_TaiChinh,CN_HCM,Cashier,False,Junior,FullTime,True,True,True,True,4,2026-01-15 21:19:51.091295,2026-01-15 21:19:51.091295
35,U0033,u0033,u0033@hospital.com,Khoa_Ngoai,CN_HCM,Doctor,True,Junior,FullTime,True,True,True,True,1,2026-01-15 21:19:51.091295,2026-01-15 21:19:51.091295
36,U0034,u0034,u0034@hospital.com,Phong_TaiChinh,CN_HN,Cashier,False,Senior,FullTime,True,True,True,True,4,2026-01-15 21:19:51.091295,2026-01-15 21:19:51.091295
37,U0035,u0035,u0035@hospital.com,Khoa_Noi,CN_HCM,Manager,False,Senior,FullTime,True,True,True,True,6,2026-01-15 21:19:51.091295,2026-01-15 21:19:51.091295
38,U0036,u0036,u0036@hospital.com,Security,CN_HN,SecurityAdmin,False,Senior,FullTime,True,True,True,True,8,2026-01-15 21:19:51.091295,2026-01-15 21:19:51.091295
39,U0037,u0037,u0037@hospital.com,Khoa_Ngoai,CN_HN,Doctor,True,Senior,FullTime,True,True,True,True,1,2026-01-15 21:19:51.091295,2026-01-15 21:19:51.091295
40,U0038,u0038,u0038@hospital.com,IT,CN_HCM,ITAdmin,False,Senior,FullTime,True,True,True,True,7,2026-01-15 21:19:51.091295,2026-01-15 21:19:51.091295
41,U0039,u0039,u0039@hospital.com,Khoa_Ngoai,CN_HCM,Manager,False,Junior,FullTime,True,True,True,True,6,2026-01-15 21:19:51.091295,2026-01-15 21:19:51.091295
42,U0040,u0040,u0040@hospital.com,Khoa_Noi,CN_HN,Doctor,True,Junior,FullTime,True,True,True,True,1,2026-01-15 21:19:51.091295,2026-01-15 21:19:51.091295
43,U0041,u0041,u0041@hospital.com,Khoa_Noi,CN_HN,Doctor,True,Mid,FullTime,True,True,True,True,1,2026-01-15 21:19:51.091295,2026-01-15 21:19:51.091295
44,U0042,u0042,u0042@hospital.com,Phong_TaiChinh,CN_HN,Cashier,False,Junior,FullTime,True,True,True,True,4,2026-01-15 21:19:51.091295,2026-01-15 21:19:51.091295
45,U0043,u0043,u0043@hospital.com,Khoa_Ngoai,CN_HCM,Manager,False,Mid,FullTime,True,True,True,True,6,2026-01-15 21:19:51.091295,2026-01-15 21:19:51.091295
46,U0044,u0044,u0044@hospital.com,Khoa_Ngoai,CN_HCM,Doctor,True,Junior,FullTime,True,True,True,True,1,2026-01-15 21:19:51.091295,2026-01-15 21:19:51.091295
47,U0045,u0045,u0045@hospital.com,Phong_NhanSu,CN_HCM,HR,False,Junior,FullTime,True,True,True,True,5,2026-01-15 21:19:51.092295,2026-01-15 21:19:51.092295
48,U0046,u0046,u0046@hospital.com,Khoa_Noi,CN_HN,Manager,False,Senior,FullTime,True,True,True,True,6,2026-01-15 21:19:51.092295,2026-01-15 21:19:51.092295
49,U0047,u0047,u0047@hospital.com,Khoa_Noi,CN_HN,Doctor,True,Mid,FullTime,True,True,True,True,1,2026-01-15 21:19:51.092295,2026-01-15 21:19:51.092295
50,U0048,u0048,u0048@hospital.com,Khoa_Noi,CN_HN,Doctor,True,Senior,FullTime,True,True,True,True,1,2026-01-15 21:19:51.092295,2026-01-15 21:19:51.092295
51,U0049,u0049,u0049@hospital.com,Phong_TaiChinh,CN_HN,Cashier,False,Senior,FullTime,True,True,True,True,4,2026-01-15 21:19:51.092295,2026-01-15 21:19:51.092295
52,U0050,u0050,u0050@hospital.com,Khoa_Ngoai,CN_HCM,Doctor,True,Mid,FullTime,True,True,True,True,1,2026-01-15 21:19:51.092295,2026-01-15 21:19:51.092295
53,U0051,u0051,u0051@hospital.com,Phong_NhanSu,CN_HN,HR,False,Mid,FullTime,True,True,True,True,5,2026-01-15 21:19:51.092295,2026-01-15 21:19:51.092295
54,U0052,u0052,u0052@hospital.com,IT,CN_HN,ITAdmin,False,Senior,FullTime,True,True,True,True,7,2026-01-15 21:19:51.092295,2026-01-15 21:19:51.092295
55,U0053,u0053,u0053@hospital.com,Phong_TaiChinh,CN_HN,Cashier,False,Senior,FullTime,True,True,True,True,4,2026-01-15 21:19:51.092295,2026-01-15 21:19:51.092295
56,U0054,u0054,u0054@hospital.com,Phong_NhanSu,CN_HN,HR,False,Junior,FullTime,True,True,True,True,5,2026-01-15 21:19:51.092295,2026-01-15 21:19:51.092295
57,U0055,u0055,u0055@hospital.com,Phong_TaiChinh,CN_HCM,Cashier,False,Junior,FullTime,True,True,True,True,4,2026-01-15 21:19:51.092295,2026-01-15 21:19:51.092295
58,U0056,u0056,u0056@hospital.com,Security,CN_HN,SecurityAdmin,False,Mid,FullTime,True,True,True,True,8,2026-01-15 21:19:51.092295,2026-01-15 21:19:51.092295
59,U0057,u0057,u0057@hospital.com,Khoa_Ngoai,CN_HN,Doctor,True,Senior,FullTime,True,True,True,True,1,2026-01-15 21:19:51.092295,2026-01-15 21:19:51.092295
60,U0058,u0058,u0058@hospital.com,Phong_NhanSu,CN_HN,HR,False,Junior,FullTime,True,True,True,True,5,2026-01-15 21:19:51.093295,2026-01-15 21:19:51.093295
61,U0059,u0059,u0059@hospital.com,Khoa_Ngoai,CN_HCM,Doctor,True,Mid,FullTime,True,True,True,True,1,2026-01-15 21:19:51.093295,2026-01-15 21:19:51.093295
62,U0060,u0060,u0060@hospital.com,Phong_TiepDon,CN_HCM,Receptionist,False,Junior,FullTime,True,True,True,True,3,2026-01-15 21:19:51.093295,2026-01-15 21:19:51.093295
63,U0061,u0061,u0061@hospital.com,Security,CN_HN,SecurityAdmin,False,Senior,FullTime,True,True,True,True,8,2026-01-15 21:19:51.093295,2026-01-15 21:19:51.093295
64,U0062,u0062,u0062@hospital.com,Khoa_Noi,CN_HCM,Nurse,True,Junior,FullTime,True,True,True,True,2,2026-01-15 21:19:51.093295,2026-01-15 21:19:51.093295
65,U0063,u0063,u0063@hospital.com,Khoa_Noi,CN_HCM,Nurse,True,Senior,FullTime,True,True,True,True,2,2026-01-15 21:19:51.093295,2026-01-15 21:19:51.093295
66,U0064,u0064,u0064@hospital.com,Khoa_Noi,CN_HCM,Nurse,True,Junior,FullTime,True,True,True,True,2,2026-01-15 21:19:51.093295,2026-01-15 21:19:51.093295
67,U0065,u0065,u0065@hospital.com,Phong_TaiChinh,CN_HN,Cashier,False,Junior,FullTime,True,True,True,True,4,2026-01-15 21:19:51.093295,2026-01-15 21:19:51.093295
68,U0066,u0066,u0066@hospital.com,Security,CN_HN,SecurityAdmin,False,Senior,FullTime,True,True,True,True,8,2026-01-15 21:19:51.093295,2026-01-15 21:19:51.093295
69,U0067,u0067,u0067@hospital.com,Phong_TiepDon,CN_HN,Receptionist,False,Junior,FullTime,True,True,True,True,3,2026-01-15 21:19:51.093295,2026-01-15 21:19:51.093295
70,U0068,u0068,u0068@hospital.com,Phong_NhanSu,CN_HN,HR,False,Senior,FullTime,True,True,True,True,5,2026-01-15 21:19:51.093295,2026-01-15 21:19:51.093295
71,U0069,u0069,u0069@hospital.com,IT,CN_HN,ITAdmin,False,Senior,FullTime,True,True,True,True,7,2026-01-15 21:19:51.093295,2026-01-15 21:19:51.093295
72,U0070,u0070,u0070@hospital.com,Khoa_Ngoai,CN_HCM,Manager,False,Senior,FullTime,True,True,True,True,6,2026-01-15 21:19:51.093295,2026-01-15 21:19:51.093295
73,U0071,u0071,u0071@hospital.com,Phong_TiepDon,CN_HN,Receptionist,False,Senior,FullTime,True,True,True,True,3,2026-01-15 21:19:51.094297,2026-01-15 21:19:51.094297
74,U0072,u0072,u0072@hospital.com,Khoa_Noi,CN_HN,Nurse,True,Mid,FullTime,True,True,True,True,2,2026-01-15 21:19:51.094297,2026-01-15 21:19:51.094297
75,U0073,u0073,u0073@hospital.com,Khoa_Noi,CN_HCM,Nurse,True,Junior,FullTime,True,True,True,True,2,2026-01-15 21:19:51.094297,2026-01-15 21:19:51.094297
76,U0074,u0074,u0074@hospital.com,Security,CN_HN,SecurityAdmin,False,Junior,FullTime,True,True,True,True,8,2026-01-15 21:19:51.094297,2026-01-15 21:19:51.094297
77,U0075,u0075,u0075@hospital.com,Khoa_Ngoai,CN_HCM,Doctor,True,Mid,FullTime,True,True,True,True,1,2026-01-15 21:19:51.094297,2026-01-15 21:19:51.094297
78,U0076,u0076,u0076@hospital.com,Phong_TiepDon,CN_HN,Receptionist,False,Junior,FullTime,True,True,True,True,3,2026-01-15 21:19:51.094297,2026-01-15 21:19:51.094297
79,U0077,u0077,u0077@hospital.com,Khoa_Noi,CN_HCM,Doctor,True,Junior,FullTime,True,True,True,True,1,2026-01-15 21:19:51.094297,2026-01-15 21:19:51.094297
80,U0078,u0078,u0078@hospital.com,Phong_NhanSu,CN_HCM,HR,False,Junior,FullTime,True,True,True,True,5,2026-01-15 21:19:51.094297,2026-01-15 21:19:51.094297
81,U0079,u0079,u0079@hospital.com,Khoa_Ngoai,CN_HCM,Nurse,True,Junior,FullTime,True,True,True,True,2,2026-01-15 21:19:51.094297,2026-01-15 21:19:51.094297
82,U0080,u0080,u0080@hospital.com,Phong_NhanSu,CN_HN,HR,False,Mid,FullTime,True,True,True,True,5,2026-01-15 21:19:51.094297,2026-01-15 21:19:51.094297
83,U0081,u0081,u0081@hospital.com,Khoa_Ngoai,CN_HN,Nurse,True,Junior,FullTime,True,True,True,True,2,2026-01-15 21:19:51.094297,2026-01-15 21:19:51.094297
84,U0082,u0082,u0082@hospital.com,Khoa_Noi,CN_HCM,Manager,False,Junior,FullTime,True,True,True,True,6,2026-01-15 21:19:51.094297,2026-01-15 21:19:51.094297
85,U0083,u0083,u0083@hospital.com,Khoa_Noi,CN_HN,Doctor,True,Senior,FullTime,True,True,True,True,1,2026-01-15 21:19:51.094297,2026-01-15 21:19:51.094297
86,U0084,u0084,u0084@hospital.com,Khoa_Ngoai,CN_HN,Doctor,True,Junior,FullTime,True,True,True,True,1,2026-01-15 21:19:51.095296,2026-01-15 21:19:51.095296
87,U0085,u0085,u0085@hospital.com,Phong_TaiChinh,CN_HN,Cashier,False,Senior,FullTime,True,True,True,True,4,2026-01-15 21:19:51.095296,2026-01-15 21:19:51.095296
88,U0086,u0086,u0086@hospital.com,Khoa_Ngoai,CN_HN,Nurse,True,Mid,FullTime,True,True,True,True,2,2026-01-15 21:19:51.095296,2026-01-15 21:19:51.095296
89,U0087,u0087,u0087@hospital.com,Khoa_Ngoai,CN_HCM,Manager,False,Junior,FullTime,True,True,True,True,6,2026-01-15 21:19:51.095296,2026-01-15 21:19:51.095296
90,U0088,u0088,u0088@hospital.com,Security,CN_HCM,SecurityAdmin,False,Senior,FullTime,True,True,True,True,8,2026-01-15 21:19:51.095296,2026-01-15 21:19:51.095296
91,U0089,u0089,u0089@hospital.com,Khoa_Ngoai,CN_HCM,Manager,False,Mid,FullTime,True,True,True,True,6,2026-01-15 21:19:51.095296,2026-01-15 21:19:51.095296
92,U0090,u0090,u0090@hospital.com,Khoa_Noi,CN_HCM,Manager,False,Mid,FullTime,True,True,True,True,6,2026-01-15 21:19:51.095296,2026-01-15 21:19:51.095296
93,U0091,u0091,u0091@hospital.com,Khoa_Noi,CN_HN,Doctor,True,Senior,FullTime,True,True,True,True,1,2026-01-15 21:19:51.095296,2026-01-15 21:19:51.095296
94,U0092,u0092,u0092@hospital.com,Phong_TiepDon,CN_HN,Receptionist,False,Senior,FullTime,True,True,True,True,3,2026-01-15 21:19:51.095296,2026-01-15 21:19:51.095296
95,U0093,u0093,u0093@hospital.com,Phong_TiepDon,CN_HCM,Receptionist,False,Senior,FullTime,True,True,True,True,3,2026-01-15 21:19:51.095296,2026-01-15 21:19:51.095296
96,U0094,u0094,u0094@hospital.com,Khoa_Ngoai,CN_HN,Nurse,True,Mid,FullTime,True,True,True,True,2,2026-01-15 21:19:51.095296,2026-01-15 21:19:51.095296
97,U0095,u0095,u0095@hospital.com,Khoa_Ngoai,CN_HCM,Nurse,True,Junior,FullTime,True,True,True,True,2,2026-01-15 21:19:51.096297,2026-01-15 21:19:51.096297
98,U0096,u0096,u0096@hospital.com,Security,CN_HCM,SecurityAdmin,False,Junior,FullTime,True,True,True,True,8,2026-01-15 21:19:51.096297,2026-01-15 21:19:51.096297
99,U0097,u0097,u0097@hospital.com,Khoa_Ngoai,CN_HN,Doctor,True,Senior,FullTime,True,True,True,True,1,2026-01-15 21:19:51.096297,2026-01-15 21:19:51.096297
100,U0098,u0098,u0098@hospital.com,Phong_TiepDon,CN_HCM,Receptionist,False,Mid,FullTime,True,True,True,True,3,2026-01-15 21:19:51.096297,2026-01-15 21:19:51.096297
101,U0099,u0099,u0099@hospital.com,Khoa_Ngoai,CN_HCM,Nurse,True,Senior,FullTime,True,True,True,True,2,2026-01-15 21:19:51.096297,2026-01-15 21:19:51.096297
102,U0100,u0100,u0100@hospital.com,IT,CN_HN,ITAdmin,False,Junior,FullTime,True,True,True,True,7,2026-01-15 21:19:51.096297,2026-01-15 21:19:51.096297
103,U0101,u0101,u0101@hospital.com,Khoa_Noi,CN_HN,Manager,False,Junior,FullTime,True,True,True,True,6,2026-01-15 21:19:51.096297,2026-01-15 21:19:51.096297
104,U0102,u0102,u0102@hospital.com,Khoa_Ngoai,CN_HN,Nurse,True,Mid,FullTime,True,True,True,True,2,2026-01-15 21:19:51.096297,2026-01-15 21:19:51.096297
105,U0103,u0103,u0103@hospital.com,Khoa_Noi,CN_HN,Manager,False,Mid,FullTime,True,True,True,True,6,2026-01-15 21:19:51.096297,2026-01-15 21:19:51.096297
106,U0104,u0104,u0104@hospital.com,Phong_TaiChinh,CN_HCM,Cashier,False,Junior,FullTime,True,True,True,True,4,2026-01-15 21:19:51.096297,2026-01-15 21:19:51.096297
107,U0105,u0105,u0105@hospital.com,Khoa_Noi,CN_HCM,Doctor,True,Junior,FullTime,True,True,True,True,1,2026-01-15 21:19:51.096297,2026-01-15 21:19:51.096297
108,U0106,u0106,u0106@hospital.com,Khoa_Noi,CN_HCM,Manager,False,Junior,FullTime,True,True,True,True,6,2026-01-15 21:19:51.096297,2026-01-15 21:19:51.096297
109,U0107,u0107,u0107@hospital.com,Khoa_Ngoai,CN_HCM,Doctor,True,Senior,FullTime,True,True,True,True,1,2026-01-15 21:19:51.096297,2026-01-15 21:19:51.096297
110,U0108,u0108,u0108@hospital.com,IT,CN_HCM,ITAdmin,False,Senior,FullTime,True,True,True,True,7,2026-01-15 21:19:51.097295,2026-01-15 21:19:51.097295
111,U0109,u0109,u0109@hospital.com,Phong_NhanSu,CN_HCM,HR,False,Junior,FullTime,True,True,True,True,5,2026-01-15 21:19:51.097295,2026-01-15 21:19:51.097295
112,U0110,u0110,u0110@hospital.com,Khoa_Noi,CN_HCM,Nurse,True,Senior,FullTime,True,True,True,True,2,2026-01-15 21:19:51.097295,2026-01-15 21:19:51.097295
113,U0111,u0111,u0111@hospital.com,Phong_TaiChinh,CN_HN,Cashier,False,Mid,FullTime,True,True,True,True,4,2026-01-15 21:19:51.097295,2026-01-15 21:19:51.097295
114,U0112,u0112,u0112@hospital.com,Khoa_Noi,CN_HCM,Nurse,True,Mid,FullTime,True,True,True,True,2,2026-01-15 21:19:51.097295,2026-01-15 21:19:51.097295
115,U0113,u0113,u0113@hospital.com,Phong_TaiChinh,CN_HN,Cashier,False,Junior,FullTime,True,True,True,True,4,2026-01-15 21:19:51.097295,2026-01-15 21:19:51.097295
116,U0114,u0114,u0114@hospital.com,Phong_TaiChinh,CN_HCM,Cashier,False,Mid,FullTime,True,True,True,True,4,2026-01-15 21:19:51.097295,2026-01-15 21:19:51.097295
117,U0115,u0115,u0115@hospital.com,Khoa_Noi,CN_HCM,Doctor,True,Junior,FullTime,True,True,True,True,1,2026-01-15 21:19:51.097295,2026-01-15 21:19:51.097295
118,U0116,u0116,u0116@hospital.com,Phong_TaiChinh,CN_HCM,Cashier,False,Mid,FullTime,True,True,True,True,4,2026-01-15 21:19:51.097295,2026-01-15 21:19:51.097295
119,U0117,u0117,u0117@hospital.com,Khoa_Ngoai,CN_HN,Nurse,True,Mid,FullTime,True,True,True,True,2,2026-01-15 21:19:51.097295,2026-01-15 21:19:51.097295
120,U0118,u0118,u0118@hospital.com,Khoa_Noi,CN_HN,Manager,False,Junior,FullTime,True,True,True,True,6,2026-01-15 21:19:51.097295,2026-01-15 21:19:51.097295
121,U0119,u0119,u0119@hospital.com,Khoa_Ngoai,CN_HCM,Nurse,True,Senior,FullTime,True,True,True,True,2,2026-01-15 21:19:51.097295,2026-01-15 21:19:51.097295
122,U0120,u0120,u0120@hospital.com,Khoa_Noi,CN_HN,Nurse,True,Junior,FullTime,True,True,True,True,2,2026-01-15 21:19:51.098297,2026-01-15 21:19:51.098297
123,U0121,u0121,u0121@hospital.com,Phong_NhanSu,CN_HN,HR,False,Senior,FullTime,True,True,True,True,5,2026-01-15 21:19:51.098297,2026-01-15 21:19:51.098297
124,U0122,u0122,u0122@hospital.com,Phong_TiepDon,CN_HN,Receptionist,False,Senior,FullTime,True,True,True,True,3,2026-01-15 21:19:51.098297,2026-01-15 21:19:51.098297
125,U0123,u0123,u0123@hospital.com,Security,CN_HN,SecurityAdmin,False,Mid,FullTime,True,True,True,True,8,2026-01-15 21:19:51.098297,2026-01-15 21:19:51.098297
126,U0124,u0124,u0124@hospital.com,Khoa_Noi,CN_HCM,Doctor,True,Senior,FullTime,True,True,True,True,1,2026-01-15 21:19:51.098297,2026-01-15 21:19:51.098297
127,U0125,u0125,u0125@hospital.com,Khoa_Ngoai,CN_HCM,Doctor,True,Mid,FullTime,True,True,True,True,1,2026-01-15 21:19:51.098297,2026-01-15 21:19:51.098297
128,U0126,u0126,u0126@hospital.com,Khoa_Ngoai,CN_HN,Nurse,True,Junior,FullTime,True,True,True,True,2,2026-01-15 21:19:51.098297,2026-01-15 21:19:51.098297
129,U0127,u0127,u0127@hospital.com,IT,CN_HCM,ITAdmin,False,Junior,FullTime,True,True,True,True,7,2026-01-15 21:19:51.098297,2026-01-15 21:19:51.098297
130,U0128,u0128,u0128@hospital.com,Khoa_Noi,CN_HCM,Doctor,True,Mid,FullTime,True,True,True,True,1,2026-01-15 21:19:51.098297,2026-01-15 21:19:51.098297
131,U0129,u0129,u0129@hospital.com,Khoa_Noi,CN_HCM,Nurse,True,Senior,FullTime,True,True,True,True,2,2026-01-15 21:19:51.098297,2026-01-15 21:19:51.098297
132,U0130,u0130,u0130@hospital.com,Security,CN_HN,SecurityAdmin,False,Junior,FullTime,True,True,True,True,8,2026-01-15 21:19:51.098297,2026-01-15 21:19:51.098297
133,U0131,u0131,u0131@hospital.com,Phong_NhanSu,CN_HN,HR,False,Senior,FullTime,True,True,True,True,5,2026-01-15 21:19:51.098297,2026-01-15 21:19:51.098297
134,U0132,u0132,u0132@hospital.com,Khoa_Ngoai,CN_HN,Manager,False,Mid,FullTime,True,True,True,True,6,2026-01-15 21:19:51.098297,2026-01-15 21:19:51.098297
135,U0133,u0133,u0133@hospital.com,Phong_NhanSu,CN_HCM,HR,False,Senior,FullTime,True,True,True,True,5,2026-01-15 21:19:51.098297,2026-01-15 21:19:51.098297
136,U0134,u0134,u0134@hospital.com,Security,CN_HN,SecurityAdmin,False,Senior,FullTime,True,True,True,True,8,2026-01-15 21:19:51.099296,2026-01-15 21:19:51.099296
137,U0135,u0135,u0135@hospital.com,IT,CN_HN,ITAdmin,False,Senior,FullTime,True,True,True,True,7,2026-01-15 21:19:51.099296,2026-01-15 21:19:51.099296
138,U0136,u0136,u0136@hospital.com,Phong_TaiChinh,CN_HN,Cashier,False,Junior,FullTime,True,True,True,True,4,2026-01-15 21:19:51.099296,2026-01-15 21:19:51.099296
139,U0137,u0137,u0137@hospital.com,Phong_NhanSu,CN_HCM,HR,False,Mid,FullTime,True,True,True,True,5,2026-01-15 21:19:51.099296,2026-01-15 21:19:51.099296
140,U0138,u0138,u0138@hospital.com,Khoa_Noi,CN_HCM,Nurse,True,Mid,FullTime,True,True,True,True,2,2026-01-15 21:19:51.099296,2026-01-15 21:19:51.099296
141,U0139,u0139,u0139@hospital.com,Khoa_Noi,CN_HN,Manager,False,Mid,FullTime,True,True,True,True,6,2026-01-15 21:19:51.099296,2026-01-15 21:19:51.099296
142,U0140,u0140,u0140@hospital.com,Khoa_Ngoai,CN_HCM,Nurse,True,Mid,FullTime,True,True,True,True,2,2026-01-15 21:19:51.099296,2026-01-15 21:19:51.099296
143,U0141,u0141,u0141@hospital.com,Khoa_Ngoai,CN_HN,Nurse,True,Senior,FullTime,True,True,True,True,2,2026-01-15 21:19:51.099296,2026-01-15 21:19:51.099296
144,U0142,u0142,u0142@hospital.com,Phong_TaiChinh,CN_HCM,Cashier,False,Senior,FullTime,True,True,True,True,4,2026-01-15 21:19:51.099296,2026-01-15 21:19:51.099296
145,U0143,u0143,u0143@hospital.com,IT,CN_HCM,ITAdmin,False,Junior,FullTime,True,True,True,True,7,2026-01-15 21:19:51.099296,2026-01-15 21:19:51.099296
146,U0144,u0144,u0144@hospital.com,Phong_TaiChinh,CN_HN,Cashier,False,Mid,FullTime,True,True,True,True,4,2026-01-15 21:19:51.099296,2026-01-15 21:19:51.099296
147,U0145,u0145,u0145@hospital.com,Phong_NhanSu,CN_HCM,HR,False,Junior,FullTime,True,True,True,True,5,2026-01-15 21:19:51.099296,2026-01-15 21:19:51.099296
